state,name,url,fa-map-marker,fa-phone,fa-globe,fa-money,about,services,img
ma,Women's Resource Center of Newport/ Bristol Counties,https://www.shelterlist.com/details/womens-resource-center-of-newport-bristol-counties,"114 Touro Steet  Newport, RI 02840",(401) 846-5263,http://www.wrcnbc.org/,https://squareup.com/store/womens-resource-center-of-newport-and-bristol-counties,"['Hours', 'Monday', '8:30 AM - 4:30 PM', 'Tuesday', '8:30 AM - 4:30 PM', 'Wednesday', '8:30 AM - 4:30 PM', 'Thursday', '8:30 AM - 4:30 PM', 'Friday', '8:30 AM - 4:30 PM', 'Saturday', 'closed', 'Sunday', 'closed', 'Monday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Tuesday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Wednesday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Thursday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Friday', '8:30 AM - 4:30 PM', '8:30 AM - 4:30 PM', 'Saturday', 'closed', 'closed', 'Sunday', 'closed', 'closed', 'About this Shelter', ""The purpose of the Women's Resource Center (WRC) is to empower victims of domestic violence and their children through individual and social change."", 'Education, support and advocacy programs are offered to assist victims to gain control of their lives, exercising their right to live without fear in their own homes.', ""Women's Resource Center (WRC), serving Newport and Bristol Counties, was founded in 1977 to provide comprehensive domestic violence intervention and prevention services that educate, advocate, and shelter any individual in need of assistance."", 'Each year help women, children, families, men and the elderly to obtain the services they need to secure their physical, mental, emotional and financial safety from domestic abuse.', 'Office Hours: Â', '8:30 am - 4:30 pm', 'Mission Statement: “Leading domestic violence prevention through the empowerment of individuals and the community by providing advocacy, education and support services.”']",[],http://www.shelterlist.com/gallery/105__ltj.jpg
ma,Bartons Crossing Emergency BCAC,https://www.shelterlist.com/details/bartons-crossing-emergency-bcac,"1307 North Steet  Pittsfield, MA 01201",(413) 442-1445,https://www.servicenet.org/services/shelter-and-housing/shelters/,https://www.servicenet.org/donate/,"['About this Shelter', 'The family shelter offers comfortable, home-like environments for parents and children.', 'They provide each family with a room and meals for up to six months.', 'Their case management services are designed to help families find and secure permanent housing, and to develop the means to support themselves in a home of their own.', 'Mission Statement: The mission of ServiceNet is to enhance the quality of life of adults, children and families by providing effective and responsive clinical, residential, rehabilitative, recovery, and support services.']",[],http://www.shelterlist.com/gallery/653_bartons-crossing-emergency-bcac_vao.png
ma,Turner House Living Center for Veterans,https://www.shelterlist.com/details/turner-house-living-center-for-veterans,"825 Simonds Road  Williamstown, MA 01267",(413) 458-8234,http://turnerhousevets.weebly.com/,http://turnerhousevets.weebly.com/donate.html,"['About this Shelter', 'Services Services are tailored to meet the specific needs of each veteran.', 'These services include:', 'These services include:', ""Case Management - A Case Manager works with each resident to develop goals and a service plan that guides the Veteran's progress toward more independent living."", 'Service Plans - The Service Plan is developed by the resident with the help of the Case Manager.', 'The resident defines goals and works toward accomplishing them.', ""The Case Manager provides advice and counsel but the resident takes the action steps required to achieve the veteran's objective."", 'The Case Manager also advocates, as appropriate, for the resident with outside agencies such as: V.A., substance abuse and mental health agencies, medical providers, job training and employment agencies.', 'In-House Recovery Groups - Topic/discussion meetings are held twice a week to help residents explore new perspectives on issues and create new skills for living.', 'These groups also provide peer support as the residents work toward mutual goals.', 'Meetings- Recovering residents must attend three meetings per week and be actively involved with the program.', 'Eligibility requirements include:', 'Verifiable veteran status', 'Currently homeless', 'Desire to improve personal situation', 'Willingness to work hard to accomplish goals', 'Motivated to participate in case management and other support services as recommended', 'Verifiable veteran status', 'Currently homeless', 'Desire to improve personal situation', 'Willingness to work hard to accomplish goals', 'Motivated to participate in case management and other support services as recommended']",[],https://www.shelterlist.com/gallery/2670_turner-house-living-center-for-veterans_pck.png
ma,Rosie's Place for Women,https://www.shelterlist.com/details/rosies-place-for-women,"889 Harrison Avenue  Roxbury, MA 02118",(617) 442-9322,http://www.rosiesplace.org,,"['About this Shelter', ""Rosie's Place, a sanctuary for poor and homeless women, offers both emergency and long-term assistance to women who have nowhere else to turn."", ""Established in 1974, Rosie's Place is committed to welcoming each guest with respect and unconditional love."", ""Rosie's Place accepts no government funds, and relies instead on committed volunteers and private supporters to accomplish its effective and innovative work.""]","['Only women are allowed.', 'Shelter has a food pantry.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides medical assistance.']",http://www.shelterlist.com/gallery/2446_rosies-place-for-women_yfi.jpg
ma,Roxbury Family Shelter - Salvation Army Family Shelter,https://www.shelterlist.com/details/roxbury-family-shelter-salvation-army-family-shelter,"23 Vernon Street  Roxbury, MA 02119",(617) 427-6700,http://www.salvationarmyusa.org/usn/,https://give.salvationarmyusa.org/site/SPageServer?pagename=national_donation_form,"['About this Shelter', 'This is a family emergency shelter.', 'Mission Statement: The Salvation Army, an international movement, is an evangelical part of the universal Christian Church. Its message is based on the Bible. Its ministry is motivated by the love of God. Its mission is to preach the gospel of Jesus Christ and to meet human needs in His name without discrimination.']","['Families are welcome.', 'Provides emergency shelters.', 'Is faith based.']",http://www.shelterlist.com/gallery/355_roxbury-family-shelter-salvation-army-family-shelter_ipk.jpg
ma,Urban Ministries Renewal House Domestice Violence Shelter,https://www.shelterlist.com/details/urban-ministries-renewal-house-domestice-violence-shelter,"10 Putnam Steet  Roxbury, MA 02119",(617) 566-6881,http://www.uuum.org/?page_id=199,https://interland3.donorperfect.net/weblink/weblink.aspx?name=E331227&id=1,"['About this Shelter', 'Renewal House is a domestic violence shelter for individuals and families who are fleeing violence or abuse.']",[],https://www.shelterlist.com/gallery/1985_urban-ministries-renewal-house-domestice-violence-shelter_tsn.fna&oh=ec04566fece1fb399b164c4f6417d06f&oe=5C783EB5
ma,Residential Resource Center,https://www.shelterlist.com/details/residential-resource-center,"322 Main St.  Springfield, MA 01105",(413) 233-1500,http://www.haphousing.org,,"['About this Shelter', 'Prospect House Shelter for Families:', ""After serving as a congregate shelter for homeless families for more than 25 years, Prospect House in Springfield is now part of HAPHousing's Rapid Re-Housing Program.""]","['Women are welcome.', 'Children are welcome.', 'Families are welcome.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides help for domestic violence cases.']",http://www.shelterlist.com/gallery/2761_residential-resource-center_xxp.jpg
ma,Bristol Lodge Women's Shelter,https://www.shelterlist.com/details/bristol-lodge-womens-shelter,"50 Prospect St., Suite 3  Waltham, MA 02453",(781) 894-6110,http://www.mhsainc.org/shelters.htm,,"['About this Shelter', 'MHSA operates 10 programs and various special initiatives, spread throughout the City of Boston and Metro Boston area.', ""MHSA's highly-trained staff offers a wide variety of services through various program models"", 'including:', 'including:', 'Substance abuse recovery homes', ""Individual women's and men's homeless shelters"", 'Congregate and Scattered Site emergency family homeless shelters', 'Inpatient alcohol education and treatment for adults with OUI convictions', 'Stabilization services for formerly-homeless families', 'Nutritional assistance programs for those in need of food', 'Substance abuse recovery homes', ""Individual women's and men's homeless shelters"", 'Congregate and Scattered Site emergency family homeless shelters', 'Inpatient alcohol education and treatment for adults with OUI convictions', 'Stabilization services for formerly-homeless families', 'Nutritional assistance programs for those in need of food']","['Men are welcome.', 'Women are welcome.', 'Children are welcome.', 'Teenage children are welcome.', 'Senior citizens are welcome.', 'Families are welcome.', 'Shelter has a food pantry.', 'Shelter serves hot meals.', 'Provides emergency shelters.', 'Provides transitional shelters.', 'Provides long term shelters.', 'Provides supportive housing.', 'Has special services for veterans.', 'Provides services for case management.', 'Provides counseling.', 'Provides medical assistance.', 'Provides mental health counseling.', 'Provides assistance with addiction.']",http://www.shelterlist.com/gallery/1896_bristol-lodge-womens-shelter_ayw.gif
ma,Samaritan Inn,https://www.shelterlist.com/details/samaritan-inn,"7 Free Steet  Westfield, MA 01805",(413) 568-3122,http://www.thesamaritaninn.org,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=X94NRTZHX7M5J,"['About this Shelter', 'The Samaritan Inn is the largest and leading homeless program in Collin County, TX.', 'The program serves individuals and families and helps people regain their independence by providing a stable, safe and respectful environment with comprehensive case management services.', 'Samaritan Inn also provides a variety of homeless prevention services throughout Collin County.', 'Mission Statement: We are a comprehensive homeless program that helps people gain their dignity and independence.']",[],http://www.shelterlist.com/gallery/_orghzeer.png
ma,Laura's Shelter House,https://www.shelterlist.com/details/lauras-shelter-house,"41 Columbia St  Worcester, MA 01604",(774) 329-1157,https://www.facebook.com/laurasshelterhouse/,,"['About this Shelter', ""Laura's Shelter House is to foster by example basic learning and economic life skills to individuals, so that they may transition from near homelessness to apartment rental and/or homeownership. provide homelessness preventative counseling."", 'Mission Statement: To foster by example basic learning and economic life skills to individuals, so that they may transition from near homelessness, to apartment rental and/or home ownership. provide homelessness preventative counselling.']",[],http://www.shelterlist.com/gallery/_cbzuyvoc.png
ma,Visitation House,https://www.shelterlist.com/details/ma_01610_visitation-house-inc,"119 Endicott Street  Worcester, MA 01610",(508) 798-0762,https://visitationhouse.org/,https://visitationhouse.org/resources/donate/,"['About this Shelter', 'Visitation House is a caring home providing women with unplanned pregnancies a path to cherish and sustain the life of their babies.', 'Warm, nurturing home environment, enrichment programs, and support services, they help new mothers, from all walks of life, bring their babies into a welcoming world by developing skills, confidence, and hope for their growing family’s future.', 'Eligibility:', 'Eligibility:', 'Eligibility:', 'Homeless, low-income women, 18 years of age or older, with unplanned pregnancies. These women are some of the most vulnerable members of the community.', 'Also provide support to former residents.']",[],https://www.shelterlist.com/gallery/3358_ma_01610_visitation-house-inc_ncq.png
ma,Youville House,https://www.shelterlist.com/details/youville-house,"133 Granite Steet  Worcester, MA 01604",(508) 753-3084,https://www.ccworc.org/,https://www.ccworc.org/donations/make-a-donation/,"['About this Shelter', 'Inspired by the teachings of Jesus Christ and the Church and the pastoral leadership of the Bishop of Worcester, Catholic Charities is committed to meeting the needs of the poor, the homeless and the infirm and to enhancing the quality of life for all.']",[],https://www.shelterlist.com/gallery/_mnbfanhv.png
