name,city,contact,address,phone,website,description,last_updated
"DAVID JON LOUISON FOUNDATION - Brockton, MA ","Boston, MA",,"137 Newbury Street Brockton, MA 02301",,508 584 4315,"The Center offers temporary shelter as well as educational opportunities for the personal, social, and economic growth of all members of the homeless families. Once housed and self-sufficient, it is hoped that these individuals and their families will continue to recognize their own unique dignity, value, and self worth as they work towards the fulfillment of their goals and their own personal potential. Services offered to families in DJL Center care include: Emergency shelter 24-hour staff coverage Food pantry as necessary Clothing when necessary Access to medical care Transportation for housing appointments Handicap accessibility Intensive Case Management Family Care Planning (individualized strength-based treatment plans) Weekly Meetings with Case Manager Communal House Meetings Subsidized Child Care Job Search Career Choice Assistance Educational Counseling/Support After-Care Case Management and Support Support Groups (Parenting, Women's Issues, Self-Esteem, Girls Empowerment...) Mental Health Services through referral to our Mental Health Clinic Individual and Family Therapy Mediation and Family Support Life and Pro-Social Skill Building Activities Budgeting classes conducted through partnership with Harbor One Individual financial management and credit counseling Family Memberships to the Y (includes fitness center and all fitness classes, youth programming, swimming lessons, karate lessons, youth sports leagues, etc.) Big Sister Big Brother Mentoring Services Children attend YMCA Summer Camp Arts and Crafts classes for children Toddler group - child witness to violence project for 2-4 yr olds Homework Club and tutoring Volunteer led ""Fun Friday's"" and ""Family Fun Nights"" BBQ's, game nights, swimming parties, etc. Do you have items to donate? Contact DAVID JON LOUISON FOUNDATION at the phone number provided above to see if they can use any items you may have to donate.",
"Friends of the Unborn - Quincy, MA ","Boston, MA",,"PO Box 692246 Quincy, MA 02169",617-786-7903,www.friendsoftheunborn.org : Follow us on Facebook,"Established in 1984, it is a Christian Home for homeless, pregnant women. Applicants must be 18 years of age and not have issues with alcohol or drugs. Loving home where we offer classes in Parenting, Birthing, Computer Skills, Budgeting, Nutrition, Bible Sharing among other offerings. Women can stay after the birth up to the baby's first birthday if mom obeys the house rules. Networking offered to housing, financial assistance, education, etc. Volunteers Requests by Friends of the Unborn: Volunteers may go to our website and click on volunteer page to fill out form and send it to us. Donation Requests by Friends of the Unborn: Baby items, notions for Moms, Baby Carriages with carseat combo, some household items especial for kitchen, single sheets and pillowcases, towels, etc.",
"CAROLINA HILL SHELTER - Marshfield, MA ","Boston, MA",,"728 Main Street Marshfield, MA 02050",,781 837 1377,Do you have items to donate? Contact CAROLINA HILL SHELTER at the phone number provided above to see if they can use any items you may have to donate.,
"House of Hope - Lowell, MA ","Boston, MA",,"812 Merrimack Street Lowell, MA 01854",978 458 2870,http://houseofhopelowell.org/ : Follow us on Facebook,"This is a Family Shelter. Entrance is through DHCD Homeless Coordinator out of the local DTA Office. Not a walk in Shelter.Emergency food, shelter and clothing for 28 families.- Case Managers work with HOH residents to assess their circumstances and plan for their futures.- On-site mental health and substance abuse programming for all mothers.- Employment internship positions are available on-site for adult residents who have little prior success with employment.- Children's services at the House of Hope cover a wide spectrum of outreach and support. Intervention, engagement and love are the operative words when it comes to the kids of House of Hope.Below is a list of some of the services we provide: Case Management work with residents to assess their circumstances and plan for their futures On-site behavioral and physical health support and referrals A limited number of permanent housing units with rental assistance and supportive services Children’s services cover a wide spectrum of outreach, intervention, engagement and love A structured employment-readiness program with Internship positions, employment education, and one-on-one job coaching, available for adult residents who have little prior success with employment The Hope Chest, a children’s resale clothing store that provides customer service internships for clients while serving low-income families in the Greater Lowell area The Housing Resource Center, which works actively with all parents to quickly secure a stable home for their families and provide goal-oriented stabilization services for families we rehouse in the community to assist them in remaining stably housed Do you have items to donate? Contact House of Hope at the phone number provided above to see if they can use any items you may have to donate.",2020-02-02
"TEMPORARY HOME FOR WOMEN AND CHILDREN - Boston, MA ","Boston, MA",,"41 New Chardon Street Boston, MA 02114",,617 720 3611,Do you have items to donate? Contact TEMPORARY HOME FOR WOMEN AND CHILDREN at the phone number provided above to see if they can use any items you may have to donate.,
"Crossroads Family Shelter & Food Pantry - East Boston, MA ","Boston, MA",,"56 Havre Street East Boston, MA 02128",617 567 5926,www.ebcrossroads.org,"Crossroads' mission is to support families as they transition from homelessness to independent living and self-sufficiency. Today Crossroads provides shelter, case management, housing search, stabilization services, and food pantry assistance to homeless, formerly-homeless and low-income families. Services: Crossroads operates a food pantry at the shelter as an emergency resource for EAST BOSTON RESIDENTS who need food assistance for their families and themselves. Shelter units at Crossroads Family Shelter are currently dedicated to families referred to by the state's Department of Housing & Community Development (DHCD). Families seeking shelter are encouraged to contact DHCD to see if they are eligible for Emergency Assistance and placement in a family shelter such as Crossroads. DHCD Phone number: 877-481-3308 Do you have items to donate? Contact Crossroads Family Shelter & Food Pantry at the phone number provided above to see if they can use any items you may have to donate.",
"Casa Myrna Vazquez Domestic Violence Support - Boston, MA ","Boston, MA",,"PO Box 180019 Boston, MA 02118",617-521-0100,www.casamyrna.org,Emergency and transitional support for battered women. Also provides transitional housing. Call for details and support. Do you have items to donate? Contact Casa Myrna Vazquez Domestic Violence Support at the phone number provided above to see if they can use any items you may have to donate.,
"MEDFORD FAMILY LIFE EDUCATION CENTER - Medford, MA ","Boston, MA",,"2 Central Avenue Medford, MA 02155",,781 391 9116,Do you have items to donate? Contact MEDFORD FAMILY LIFE EDUCATION CENTER at the phone number provided above to see if they can use any items you may have to donate.,
"PILGRIM CHURCH SHELTER - Dorchester, MA ","Boston, MA",,"540 Columbia Road Dorchester, MA 02125",,617-282-0456,"Since 1990, a Shelter for unaccompanied homeless men has been operated at Pilgrim Church. Originally established by Positive Lifestyles, it is now under the direction of the United Homes Adult Services division of Children's Services of Roxbury (this connection began with a recognition that a large number of homeless adults are, in fact, former foster children.) Do you have items to donate? Contact PILGRIM CHURCH SHELTER at the phone number provided above to see if they can use any items you may have to donate.",
"Under the Oak Day Shelter - Lowell, MA ","Boston, MA",,"180 East Merrimack St. Lowell, MA 01852",978~459~9631,www.undertheoak.org,"Under the Oak is a day shelter that is Christian based and located at Christ Church United in Lowell, Ma. UTO is open every Wednesday from 11am till 2pm..On cold or snow days we open earlier and stay open later. We serve a hot lunch along with fellowship and arts and crafts - UTO helps those in need feel needed. Volunteers Requests by Under the Oak Day Shelter: We do accept volunteers with cori check but all are welcome- criminal back ground ok but cori must be on file. Donation Requests by Under the Oak Day Shelter: Clothing,toiletries,paper goods..Coats and seasonal clothing- Soap,tooth brushes and deoderant.",2020-02-01
"CAROLINA HILL SHELTER - Marshfield, MA ","Boston, MA",,"728 Main Street Marshfield, MA 02050",,781 837 1377,Do you have items to donate? Contact CAROLINA HILL SHELTER at the phone number provided above to see if they can use any items you may have to donate.,2020-02-02
"Shelter at 112 Southampton Street - Boston Public Health Commission - Boston, MA ","Boston, MA",,"112 Southampton St. Boston, MA 02218",617-534-6100,http://www.bphc.org/whatwedo/homelessness/homeless-services/Pages/locations.aspx,"Our men's shelter, located on Southampton Street in the Newmarket district of the South End, is a state-of-the-art facility that opened in June 2015. This shelter serves men only and beds are allotted on a first-come, first-served basis. At full capacity, the shelter holds over 400 nightly guests. Men looking for shelter for the evening should go to Southampton Street Shelter, where they will be searched, screened and given admission. The shelter is open 24 hours a day on year round basis. â€‹Provided at the shelter: Meals - Breakfast, lunch, and dinner meals are served to guests in our cafeteria. Toiletries - Guests are provided with soap, toothpaste, shaving cream, and shampoo. Emergency Clothing - Guests are given access to emergency clothing assistance. Lockers - Guests may access rental lockers for personal belongings or medications. Medical Health Care - Guests have access to the clinic operated by Boston's Health Care for the Homeless. Mental Health - Mental Health services are available on a walk-in basis for anyone who feels they need help or counseling. Individual Case Management - Guests are encouraged to meet with the Case Management Department for referrals to both internal and external job training, education and substance abuse services. Do you have items to donate? Contact Shelter at 112 Southampton Street - Boston Public Health Commission at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Multi Service Center for the Homeless - Cambridge, MA ","Boston, MA",,"362 Green St Cambridge, MA 02139",617 349 6340,https://www.cambridgema.gov/DHSP/programsforadults/cambridgemultiservicecenter,"The Cambridge Multi-Service Center (MSC) addresses the needs of homeless and near-homeless individuals and families living in our community. We provide direct services, planning and coordination of efforts for persons who are living on the street, in emergency shelters or at risk of losing their housing.We work to prevent evictions and resolve landlord-tenant problems through case management, advocacy and budget counseling. We also have a transitional living program for homeless men.Additionally, we provide assistance in applying for public benefits, financial counseling, legal services, and accessing mental health and substance abuse services.The Cambridge Haitian Services offers a variety of social services to Cambridge’s Haitian population, including: case management, information and referral, Haitian Creole interpretation, as well as, immigration and citizenship assistance. Do you have items to donate? Contact Multi Service Center for the Homeless at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"CITY OF BOSTON EMERGENCY SHELTER COMMISSION - Boston, MA ","Boston, MA",,"Boston City Hall, Rm. 716 Boston, MA 02201",,http://www.cityofboston.gov/shelter/,"The Emergency Shelter Commission's mission is to coordinate the City's efforts to prevent and end homelessness and hunger through proactive planning, policy analysis, program development and advocacy with our city, state, federal and community partner agencies. The Commission's goal is to eradicate hunger and homelessness by seeking systemic solutions to these challenging socio-economic problems. The ESC coordinates a safety net of services and provides information and referral to homeless and hungry citizens in need. Do you have items to donate? Contact CITY OF BOSTON EMERGENCY SHELTER COMMISSION at the phone number provided above to see if they can use any items you may have to donate.",
"ANCHOR INN (Pine St) - North Quincy, MA ","Boston, MA",,"P.O. Box 240 North Quincy, MA 02171",,617 328 5380,Services: 136 bed shelter. Must be 18 years or older. Must arrive after a detox. Must be clean and sober for 30 days +. Can stay up to 2 years. The Anchor Inn also provides transitional housing. Do you have items to donate? Contact ANCHOR INN (Pine St) at the phone number provided above to see if they can use any items you may have to donate.,
"Casa Myrna Vazquez Domestic Violence Support - Boston, MA ","Boston, MA",,"PO Box 180019 Boston, MA 02118",617-521-0100,www.casamyrna.org,Emergency and transitional support for battered women. Also provides transitional housing. Call for details and support. Do you have items to donate? Contact Casa Myrna Vazquez Domestic Violence Support at the phone number provided above to see if they can use any items you may have to donate.,
"FamilyAid Emergency Shelter - Boston, MA ","Boston, MA",,"727 Atlantic Avenue Boston, MA 02111",,617-542-7286,"To utilize Family Emergency Solutions, a family must be homeless, have children under the age of 18, and have most recently resided in Boston. Families also must be ineligible for state-funded Emergency Assistance (EA) or an applicant for EA without shelter options. We have an on-call staff in place if you are in need of Family Emergency Solutions on nights, weekends, or at any other time that our offices are closed. They can be reached through the Mayor's Hotline at 617-635-4500. Do you have items to donate? Contact FamilyAid Emergency Shelter at the phone number provided above to see if they can use any items you may have to donate.",
"BOSTON CITY SHELTER - Long Island, Bo ","Boston, MA",,"Long Island Hospital Long Island, Bo MA",,02122,617 534 2526 Do you have items to donate? Contact BOSTON CITY SHELTER at the phone number provided above to see if they can use any items you may have to donate.,
"Shelter Hope and Dignity of Women Searching - SHADOWS Shelter - Ashland, MA ","Boston, MA",,"25 Central Street Ashland, MA 01721",(508) 620-2690,http://www.smoc.org,"Shadows provides temporary emergency housing for up to 10 women who are sober. It is linked to SMOC's continuum of housing and services through the Common Ground Resource Center. Women at Shadows are eligible for employment and housing search services, mental health and substance abuse services and more.Eligibility RequirementsAll referrals are coordinated through the Common Ground Resource Center - (508) 620-2690.Contact InformationPlease call (508) 620-2690 to receive a referral packet. Volunteers Requests by Shelter Hope and Dignity of Women Searching - SHADOWS Shelter: People can inquire about a volunteer opportunity at SMOC by calling the Director of Community Resources at the Framingham Resource Center. The number is (508) 620-2418. Once an opportunity is identified within SMOC, an interview is set up by the component director who will request necessary human resources’ processes such as, a CORI check, and employment authorization check. Donation Requests by Shelter Hope and Dignity of Women Searching - SHADOWS Shelter: Shadows accepts shampoo, conditioners, feminine hygiene products, clean twin bed sheets and comforters. Please call directly to schedule a delivery time.",2020-02-01
"Bethesda House - North Pembroke, MA ","Boston, MA",,"PO Box 227 North Pembroke, MA 02358",781-361-2418,https://bethesdahousema.org/ : Follow us on Facebook,"We have 8 single rooms. We serve young pregnant or newly parenting moms aged 18-25 with a single child under 2.Our home offers eight mothers a safe place to stay, where you will share a single room with your child. We will link you with an educational plan and job track so when you leave, you have the necessary skills and knowledge to be self-sufficient. We will help you work out all the details in order to make this possible, from accessing benefits, to childcare and transportation, to financial aid. We also teach parenting and life skills to help you be the best mom you can be. Best of all, we provide you with the love and support you need as a new mother. Donation Requests by Bethesda House: Expendable items (please see full list on our website) - diapers, etc.",2020-02-26
"New England Center for Homeless Veterans - Boston, MA ","Boston, MA",,"17 Court Street Boston, MA 02108",617-371-1800,www.nechv.org,"The Mission of the New England Center for Homeless Veterans is to extend a helping hand to homeless men and women veterans who are addressing the challenges of: addiction, trauma, severe and persistent mental illness, and/or unemployment and who will commit themselves to sobriety, non-violence, and working for personal change. We are recognized as one of the most effective private veteran's transition programs in the country. Do you have items to donate? Contact New England Center for Homeless Veterans at the phone number provided above to see if they can use any items you may have to donate.",
"Betty's Place - Boston YWCA - Boston, MA ","Boston, MA",,"40 Berkley Street Boston, MA 02116",,http://projectplace.org/housing/,Transitional housing for women. Capacity 10 women at a time. Provides 2 meals a day. Clients must follow a curfew and be sober. Do you have items to donate? Contact Betty's Place - Boston YWCA at the phone number provided above to see if they can use any items you may have to donate.,2020-02-01
"Cambridge Shelter (Salvation Army) - Cambridge, MA ","Boston, MA",,"402 Massachusetts Avenue Cambridge, MA 02139",,(617) 547-3400,"Short term and extended stay beds for sober men only. Provides case management, substance abuse services and vocational counseling. Call first thing in the morning (7am or later) to reserve a bed. Arrive before 7pm to claim a bed. No referral needed. No geographic restrictions. Do you have items to donate? Contact Cambridge Shelter (Salvation Army) at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Lowell Transitional Living Center - Lowell, MA ","Boston, MA",,"189 Middlesex Street Lowell, MA 01852",(978) 458-9888,http://ltlc.org/ : Follow us on Facebook,"Lowell Transitional Living Center provides three daily meals, a safe environment, detox placement, individual assessment and referrals, medical care, case management, street outreach to chronically homeless, rep payee services, clothing and on site GED and support group programming.The Lowell Transitional Living Center provides the most vulnerable adults in our community with programs and services that meet immediate needs for emergency shelter and food, along with case management and other help that enable those we serve to make the transition from a shelter bed to a permanent place to call home.Our approach matches what people experiencing homelessness want and seek our help to achieve, and it is particularly effective for people who have lost their homes due to a personal crisis. We provide intensive services for the chronically homeless. Many of our programs, including the Meals program, are open to the wider community. Clients can continue to access these programs after they move into new homes.Our Case Management Program is the heart of our organization. With our clients, Intake Case Managers develop a plan that will lead to employment and housing.Sometimes it is the little things that require the help of a case manager, such as obtaining a form of identification, or accessing health care. Other times the problems are long standing and difficult. Either way our dedicated team of case managers provide support, education, and guidance on the road to housing and self-sufficiency. Case Managers promote overall stability, emphasizing physical and behavioral health and nutrition. When needed, our case managers work with those in need of drug/alcohol rehabilitation through relationships with local rehabilitation programs, as well as proving transportation.Many clients elect to enroll in continued Case Management to maintain stability while in housing. Do you have items to donate? Contact Lowell Transitional Living Center at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Harvard Square Homeless Shelter - Cambridge, MA ","Boston, MA",,"66 Winthrop Street Cambridge, MA 02138",617 876 3256,http://www.hshshelter.org/,Open from November 15th evening to April 15th. Shelter is open from 7pm to 8 am (Saturdays open until 9 am). Short term and extended stay beds for sober men and women. Extended stay beds are assigned by lottery and are typically reserved for people who are working. Call between 7:30 and 8am for lottery number. Call back between 8:05 and 8:30am to see if you were assigned a bed. For short term beds call at 9:30am Do you have items to donate? Contact Harvard Square Homeless Shelter at the phone number provided above to see if they can use any items you may have to donate.,2020-02-01
"MERRIMACK HOUSE - Lowell, MA ","Boston, MA",,"423 Pawtucket Street Lowell, MA 01854",,978 937 2418,Do you have items to donate? Contact MERRIMACK HOUSE at the phone number provided above to see if they can use any items you may have to donate.,
"Bethesda House - North Pembroke, MA ","Boston, MA",,"PO Box 227 North Pembroke, MA 02358",781-361-2418,https://bethesdahousema.org/ : Follow us on Facebook,"We have 8 single rooms. We serve young pregnant or newly parenting moms aged 18-25 with a single child under 2.Our home offers eight mothers a safe place to stay, where you will share a single room with your child. We will link you with an educational plan and job track so when you leave, you have the necessary skills and knowledge to be self-sufficient. We will help you work out all the details in order to make this possible, from accessing benefits, to childcare and transportation, to financial aid. We also teach parenting and life skills to help you be the best mom you can be. Best of all, we provide you with the love and support you need as a new mother. Donation Requests by Bethesda House: Expendable items (please see full list on our website) - diapers, etc.",2020-02-26
"MARY MARTHA - Hingham, MA ","Boston, MA",,"1045 Main Street Hingham, MA 02043",,781 749 5441,Do you have items to donate? Contact MARY MARTHA at the phone number provided above to see if they can use any items you may have to donate.,
"SAINT FRANCIS HOUSE DAY CENTER Essex Station - Boston, MA ","Boston, MA",,"39 Boylston Street Boston, MA 02112",,617 542 4211,Do you have items to donate? Contact SAINT FRANCIS HOUSE DAY CENTER Essex Station at the phone number provided above to see if they can use any items you may have to donate.,
"Queen of Peace Family Shelter - Boston, MA ","Boston, MA",,"401 Quincy Street Boston, MA 02125",,(617) 288-4182,The Queen of Peace is a 11 bed family shelter. Provides dinner and breakfast. Clothing whjen available. 3 week stay maximum. Accepts women & children (boys under 5). Must be at shelter at 4prn & out by 9 am. Call for further details. Do you have items to donate? Contact Queen of Peace Family Shelter at the phone number provided above to see if they can use any items you may have to donate.,2020-02-01
"Somerville Homeless Coalition Adult Shelter - Somerville, MA ","Boston, MA",,"14 Chapel St. Somerville, MA 02144",617-623-2546,https://www.somervillehomelesscoalition.org : Follow us on Facebook,"Services: SHELTER - Adult Shelter 14 Chapel Street Somerville, MA 02144 Phone: 617-623-2546 Operated by the Somerville Homeless Coalition. An emergency and extended stay sober shelter for 12 men and 4 women. Call to get on waitlist (leave name and number on voicemail) and call daily to â€œcheck inâ€ on waitlist status. Drug and alcohol testing. Mandatory housing focused case management. Required to save 50% of income during stay. - Family Shelter 59 Cross Street Somerville, MA 02145 617-776-6661 HOUSING - Prevention & Stabilization Services - Sewell Street SRO - Shelter Plus Care - Sobriety & Stability - Better Homes I & II - Home For Good CASE MANAGEMENT - Passages FOOD SERVICES - Project SOUP SHC is considered Greater Somerville's lead agency in responding to homeless and hunger related situations and issues. Do you have items to donate? Contact Somerville Homeless Coalition Adult Shelter at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"PATHWAYS SHELTER - Framingham, MA ","Boston, MA",,"70 Pearl Street Framingham, MA 01702",,508 879 5047,Do you have items to donate? Contact PATHWAYS SHELTER at the phone number provided above to see if they can use any items you may have to donate.,
"COMMUNITY TEAMWORK PAWTUCKET HOUSE - Lowell, MA ","Boston, MA",,"360 Pawtucket Street Lowell, MA 01854",,978 452 5410,Do you have items to donate? Contact COMMUNITY TEAMWORK PAWTUCKET HOUSE at the phone number provided above to see if they can use any items you may have to donate.,
"Shelter at 112 Southampton Street - Boston, MA ","Boston, MA",,"112 Southampton Street Boston, MA 02118",617-534-6100,http://www.bphc.org/whatwedo/homelessness/homeless-services/Pages/locations.aspx,"The new shelter, located on Southampton Street in the Newmarket district of the South End aims to offer a welcoming setting to guests. On January 14th, 2nd floor of a multiphase construction project was opened, allowing the shelter to serve adult males aged 18 years or older 365 days a year. During this developing period, the Southampton Street site has 100 beds available. Continued development is underway for Phase 2 of the facility's construction, including additional beds, increased space for programming and improved amenities. At full capacity, the shelter is slated to hold upwards of 400 nightly guests upon final completion in Spring 2015. Beds are allotted on a first-come, first-serve basis. Those looking for shelter for the evening should go to Central Intake at the Woods-Mullen Shelter, located at 794 Massachusetts Avenue, in Boston. Transportation goes from our intake site at 794 Massachusetts Avenue (Woods-Mullen Shelter) to the Southampton site every day between 4:10pm and 5:40pm. The shelter is open 24 hours a day during the colder months of the year. â€‹ Do you have items to donate? Contact Shelter at 112 Southampton Street at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"CAMBRIDGE YWCA - Cambridge, MA ","Boston, MA",,"7 Temple Street Cambridge, MA 02139",,617-491-6050,Our shelter only excepts families referred by Department Housing Community Development. Do you have items to donate? Contact CAMBRIDGE YWCA at the phone number provided above to see if they can use any items you may have to donate.,
"Bristol Lodge Men's Shelter - Waltham, MA ","Boston, MA",,"27 Lexington Street Waltham, MA 02451",781-893-0108,https://www.mhsainc.org/,"The Bristol Lodge Men's Shelter operate on a first-come, first-served basis. If you are in need of a bed, you must go through the pre-screening process by calling 781-893-0108, Monday through Friday. Phone calls are accepted beginning at 9:00am. Provides a 43 bed shelter. Can stay up to 90 days. Must sign up each morning for a bed. Hours Open: 6pm until 7:45am. Staff at each location are trained to provide a variety of specialized and essential services. Support staff are trained to provide all guests with a safe and supportive environment. Case managers help guests locate permanent housing, provide supportive counseling, refer guests to other agencies as needed, organize in-house AA meetings, offer employment counseling groups, and assist clients with entitlement benefits such as SSI or SSDI. Each and every guest has an individualized goal plan.The Bristol Lodge Men's and Women's Shelters can only accept individual homeless adults. All beds at the Bristol Lodge Men's and Women's Shelters operate on a first-come, first-served basis and are subject to availability. Anyone in need of a shelter bed must complete the pre-screening process by calling 781-893-0108, Monday through Friday (phone calls are accepted beginning at 9:00am). Both the Men's and Women's Shelters are ""dry"" shelters, meaning that staff cannot offer a bed to any resident who is intoxicated or under the influence of any substance. Alcohol, drugs and other Illicit substances are strictly prohibited on shelter property. The Men's and Women's Shelters are night shelters and cannot accommodate residents during daytime hours. With the exception of scheduled meetings with shelter staff, residents will be asked to leave the buildings from 8:00am until 4:00pm, each day. Because the Bristol Lodge Shelters are only able to provide temporary, emergency accommodations, residents are limited to a maximum stay of up to 90 days. Each resident's ""90 day clock"" begins on the first night she/he reserves a bed and this ""clock"" does not stop, even if the resident sleeps elsewhere for one or more nights. After 90 days, the resident must wait an additional 30 days before reentering the program. Public Transportation To ShelterMen's Shelter: The Bristol Lodge Men's Shelter is located on the second floor of the old Waltham Central Fire Station. The entrance is located on the side of the building. The MBTA 70A and 554 buses stop at the intersection of Lexington Street and School Street, which is approximately 100 feet from the Men's Shelter. The Men's Shelter is also located 0.3 miles from the Waltham MBTA Commuter Rail station (Fitchburg Line). From the Waltham station, walk up the Waltham Common (along Elm Street), towards Main Street. Take a left onto Main Street, then a right onto Lexington Street where the Men's Shelter will be on your right. Do you have items to donate? Contact Bristol Lodge Men's Shelter at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Casa Nueva Vida - Lawrence, MA ","Boston, MA",,"57 Jackson St. Lawrence, MA 01840",(978) 557-5775,http://casanuevavida.org/ : Follow us on Facebook,"Casa Nueva Vida (House of New Life) is the only homeless shelter in the state of Massachusetts with a completely bilingual staff. Although we serve a diverse population, we believe our bilingual expertise makes us ideally capable of providing a unique, specialized package of services and programs to Latino families – some of the most vulnerable members of society. Our Mission is to To help homeless families gain the education and skills needed to permanently pull themselves out of poverty and into stable affordable housing. Casa Nueva Vida is committed to help homeless families find their own affordable and permanent housing as well as helping them build the skills necessary to stay out of homelessness and become active member of society. Do you have items to donate? Contact Casa Nueva Vida at the phone number provided above to see if they can use any items you may have to donate.",2020-02-02
"MASS. DEPT. OF SOCIAL SERVICES - Metropolitan Boston - Boston, MA ","Boston, MA",,"24 Farnsworth Street Boston, MA 02210",,617 748 2000,Do you have items to donate? Contact MASS. DEPT. OF SOCIAL SERVICES - Metropolitan Boston at the phone number provided above to see if they can use any items you may have to donate.,
"Mary Eliza Mahoney House Family Shelter - Roxbury, MA ","Boston, MA",,"41R Dimock Street Roxbury, MA 02119",617-442-8800 ext. 1005,https://www.dimock.org/,"Emergency ShelterThe Dimock Center’s Emergency Shelter program was created to help individuals have access to resources that will help them put their lives back together. Simply put, if there is a need to be met, we will support it. The goal is to move our homeless families into a permanent housing unit.Our center, The Mary Eliza Mahoney House Emergency Family Shelter (MEMH), is a closed referral program serving Department of Housing and Community Development (DHCD) homeless families. The program is completely funded by DHCD, and has the distinction of being one of the few shelters in Massachusetts that accepts boys up to age 18 and male head-of-households.Our ServicesThe program works to reduce the barriers that exist for victims of domestic violence, families in crisis, pregnant young mothers, infants and toddlers, mothers, fathers and intact families having difficulties locating safe, affordable, secure housing. Residents in our shelters may stay up to 120 days. While the search for permanent housing is our main focus, Mary Eliza Mahoney House’s staff work to assist all families in navigating service-based programs both on and off campus.This housing program provides food, shelter for 26 families, health care, youth services, substance abuse and mental health services, along with referral services for education, training and housing, through pro-active case management for residents to regain their self-sufficiency. Do you have items to donate? Contact Mary Eliza Mahoney House Family Shelter at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"HORIZON HOUSE - Mattapan, MA ","Boston, MA",,"P.O. Box 382 Mattapan, MA 02126",,617 296 2492,Do you have items to donate? Contact HORIZON HOUSE at the phone number provided above to see if they can use any items you may have to donate.,
"Bridgehouse - Lynn, MA ","Boston, MA",,"24 Baker Street Lynn, MA 01902",,781 593 3898,"BridgeHouse derived its name from the new housing concept at that time, 'bridge housing,' which is an alternative temporary housing arrangement that seeks to bridge the gap between homelessness and independent residency. The mission of the house is to provide a continuum of strong support services for each family to establish self-sufficient lifestyles, and restore self-esteem and dignity to the head of the household and children. Today at BridgeHouse 11 families participate in a comprehensive service plan that includes benefits assistance, workshops and classes that target the development of tenancy skills and other life skills, such as parenting, budgeting, menu panning, health care services, mental health services, substance abuse treatment or prevention programs, domestic violence prevention services and referrals to any other programs necessary to assist our families.Hours of operation (or meeting times & dates): 24 hours a day Do you have items to donate? Contact Bridgehouse at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Mary Eliza Mahoney House Family Shelter - Roxbury, MA ","Boston, MA",,"41R Dimock Street Roxbury, MA 02119",617-442-8800 ext. 1005,https://www.dimock.org/,"Emergency ShelterThe Dimock Center’s Emergency Shelter program was created to help individuals have access to resources that will help them put their lives back together. Simply put, if there is a need to be met, we will support it. The goal is to move our homeless families into a permanent housing unit.Our center, The Mary Eliza Mahoney House Emergency Family Shelter (MEMH), is a closed referral program serving Department of Housing and Community Development (DHCD) homeless families. The program is completely funded by DHCD, and has the distinction of being one of the few shelters in Massachusetts that accepts boys up to age 18 and male head-of-households.Our ServicesThe program works to reduce the barriers that exist for victims of domestic violence, families in crisis, pregnant young mothers, infants and toddlers, mothers, fathers and intact families having difficulties locating safe, affordable, secure housing. Residents in our shelters may stay up to 120 days. While the search for permanent housing is our main focus, Mary Eliza Mahoney House’s staff work to assist all families in navigating service-based programs both on and off campus.This housing program provides food, shelter for 26 families, health care, youth services, substance abuse and mental health services, along with referral services for education, training and housing, through pro-active case management for residents to regain their self-sufficiency. Do you have items to donate? Contact Mary Eliza Mahoney House Family Shelter at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"FOCUS Family Resource Center - Attleboro, MA ","Boston, MA",,"11 Peck Street Attleboro, MA 02703",508-226-5722,www.communitycareservices.org,"Community Care Services is a private, non-profit corporation that provides emotional, educational and behavioral support to more than 7,500 children, adults, elders, and families annually throughout Southeastern Massachusetts, Rhode Island and now expanding into Connecticut. Do you have items to donate? Contact FOCUS Family Resource Center at the phone number provided above to see if they can use any items you may have to donate.",
"Lifebridge - Salem, MA ","Boston, MA",,"56 Margin Street Salem, MA 01970",978-744-0500,http://www.lifebridgesalem.org/,"Lifebridge (formerly The Salem Mission) is working to offer men and women the opportunities they need to end their homelessness. Research shows that two factors are responsible for this problem: a lack of affordable housing and the persistence of poverty in our community. We believe that the way to solve this crisis one person at a time is to provide housing with supportive services, to encourage personal and income development, and stability in physical and mental health. To achieve our ambitious goals, we deliver a suite of essential services on our campus. You will speak with a shelter attendant or a shelter supervisor who will ask you questions about yourself. Shelter beds are available on a first come first served basis. We have 24 beds for men and 10 for women. When you become a Mission client, and if you are compliant with rules and regulations, you will have the same bed each night. If you are not compliant you will lose your bed and be subject to other disciplinary action. There is no charge for services, including shelter, food, medical, and mental health attention. Do you have items to donate? Contact Lifebridge at the phone number provided above to see if they can use any items you may have to donate.",2020-02-02
